fixation_index	text_domain	trial	acc_bq_1	acc_bq_2	acc_bq_3	acc_tq_1	acc_tq_2	acc_tq_3	fixation_duration	next_saccade_duration	previous_saccade_duration	version	line	aoi	char_index_in_line	original_fixation_index	is_fixation_adjusted	reader_id	text_id	word_index_in_text	sent_index_in_text	char_index_in_text	word	character	text_id_numeric	text_domain_numeric	reader_discipline_numeric	level_of_studies_numeric	expert_reading_label_numeric	expert_reading_label	word_with_punct	word_index_in_sent	word_length	STTS_punctuation_before	STTS_punctuation_after	is_in_quote	is_in_parentheses	is_clause_beginning	is_sent_beginning	is_clause_end	is_sent_end	is_abbreviation	is_expert_technical_term	is_general_technical_term	contains_symbol	contains_hyphen	contains_abbreviation	STTS_PoS_tag	type	type_length_chars	PoS_tag	lemma	lemma_length_chars	syllables	type_length_syllables	annotated_type_frequency_normalized	type_frequency_normalized	lemma_frequency_normalized	familiarity_normalized	regularity_normalized	document_frequency_normalized	sentence_frequency_normalized	cumulative_syllable_corpus_frequency_normalized	cumulative_syllable_lexicon_frequency_normalized	cumulative_character_corpus_frequency_normalized	cumulative_character_lexicon_frequency_normalized	cumulative_character_bigram_corpus_frequency_normalized	cumulative_character_bigram_lexicon_frequency_normalized	cumulative_character_trigram_corpus_frequency_normalized	cumulative_character_trigram_lexicon_frequency_normalized	initial_letter_frequency_normalized	initial_bigram_frequency_normalized	initial_trigram_frequency_normalized	avg_cond_prob_in_bigrams	avg_cond_prob_in_trigrams	neighbors_coltheart_higher_freq_cum_freq_normalized	neighbors_coltheart_higher_freq_count_normalized	neighbors_coltheart_all_cum_freq_normalized	neighbors_coltheart_all_count_normalized	neighbors_levenshtein_higher_freq_cum_freq_normalized	neighbors_levenshtein_higher_freq_count_normalized	neighbors_levenshtein_all_cum_freq_normalized	neighbors_levenshtein_all_count_normalized	sent_surprisal_gpt2-base	text_surprisal_gpt2-base	sent_surprisal_gpt2-large	text_surprisal_gpt2-large	sent_surprisal_llama-7b	text_surprisal_llama-7b	sent_surprisal_llama-13b	text_surprisal_llama-13b	sent_surprisal_bert-base	text_surprisal_bert-base	FFD	SFD	FD	FPRT	FRT	TFT	TFC	RRT	RPD_inc	RPD_exc	RBRT	Fix	FPF	RR	FPReg	TRC_out	TRC_in	LP	SL_in	SL_out	mean_acc_tq	mean_acc_bq	gender_numeric	age	discipline_level_of_studies_numeric
26	biology	2	1	0	0	1	0	0	162	27	13.0	84	2	106	11	27	False	84	b1	16	1	106	der	e	1	0	0	1	1	expert_reading	der	16	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	der	3.0	art	d	1.0	der	1.0	24738.5901996	26530.3631386	80100.3069113	26530.3631386	0.428085856899	9372.80956103	30912.3596552	38163.5169	19310.096833	1332151.97174	2710999.66609	487983.455471	535760.152056	398226.025843	178781.068331	110461.430317	53801.2331077	27238.2432288	0.129811235347	0.318759302208	0.0	0.0	25590.4497812	36.8153836934	0.0	0.0	33289.1996244	55.22307554	3.514597177505493	3.5146021842956543	4.251310348510742	4.251330375671387	1.0651402473449707	1.0639444589614868	0.3115290105342865	0.3026416897773742	1.1689718961715698	0.8683589696884155	0	0	162	0	162	162	1	162	0	0	0	1	0	1	0	0	1	2	-1	1	0.3333333333333333	0.3333333333333333	0.0	25.0	1
27	biology	2	1	0	0	1	0	0	232	37	27.0	84	2	115	20	28	False	84	b1	17	1	115	angehaltenen	t	1	0	0	1	1	expert_reading	angehaltenen	17	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ADJA	angehaltenen	12.0	adja	angehalten	10.0	an-ge-hal-te-nen	5.0	0.188026816908	0.188026816908	0.907433768555	90.9150535144	193.066721462	2.64743702882	0.356923936405	95239.6457781	184352.605759	5012904.79547	11193786.3338	937518.566115	1880921.9257	449550.953947	634451.493592	41334.1231877	8435.34898599	1078.74254892	0.0103561323478	0.176381064391	2.98390383354	0.856171713799	3.08200478149	2.9966009983	2.98390383354	0.856171713799	3.17193065045	3.8527727121	16.414045333862305	16.414043426513672	14.253410339355469	14.25341510772705	12.843440055847168	12.866158485412598	17.092178344726562	17.04434585571289	11.233705520629885	10.419074777979404	156	156	156	156	156	961	5	805	550	162	388	1	1	1	1	1	0	1	2	-1	0.3333333333333333	0.3333333333333333	0.0	25.0	1
28	biology	2	1	0	0	1	0	0	198	20	37.0	84	2	125	30	29	False	84	b1	18	1	125	Replikationsgabel	k	1	0	0	1	1	expert_reading	Replikationsgabel:	18	17	0	$.	0	0	0	0	0	0	0	1	0	0	0	0	NN	Replikationsgabel	17.0	nn	Replikationsgabel	17.0	re-pli-kat-i-ons-ga-bel	7.0	0.04087539498	0.04087539498	0.0654006319679	2.06829498599	45.3771008313	0.126068429944	0.0620737280705	18147.8088127	68102.0385449	4548562.28687	10938374.9005	250158.373762	777222.407726	59644.4198705	196152.792404	9222.31479046	4688.04810073	201.409421224	4.414e-06	0.0052431014	0.0	0.0	0.0	0.0	0.0	0.0	0.024525236988	0.428085856899	28.12808418273925	28.128108978271484	29.102319717407227	29.102325439453125	15.07997989654541	15.222967147827148	8.710070610046387	8.716768264770508	30.646296139952028	28.05228471493365	198	0	198	933	933	2096	9	1163	933	0	933	1	1	1	0	0	0	6	1	1	0.3333333333333333	0.3333333333333333	0.0	25.0	1
29	biology	2	1	0	0	1	0	0	319	32	20.0	84	2	121	26	30	False	84	b1	18	1	121	Replikationsgabel	e	1	0	0	1	1	expert_reading	Replikationsgabel:	18	17	0	$.	0	0	0	0	0	0	0	1	0	0	0	0	NN	Replikationsgabel	17.0	nn	Replikationsgabel	17.0	re-pli-kat-i-ons-ga-bel	7.0	0.04087539498	0.04087539498	0.0654006319679	2.06829498599	45.3771008313	0.126068429944	0.0620737280705	18147.8088127	68102.0385449	4548562.28687	10938374.9005	250158.373762	777222.407726	59644.4198705	196152.792404	9222.31479046	4688.04810073	201.409421224	4.414e-06	0.0052431014	0.0	0.0	0.0	0.0	0.0	0.0	0.024525236988	0.428085856899	28.12808418273925	28.128108978271484	29.102319717407227	29.102325439453125	15.07997989654541	15.222967147827148	8.710070610046387	8.716768264770508	30.646296139952028	28.05228471493365	198	0	198	933	933	2096	9	1163	933	0	933	1	1	1	0	0	0	6	1	1	0.3333333333333333	0.3333333333333333	0.0	25.0	1
30	biology	2	1	0	0	1	0	0	221	18	32.0	84	2	131	36	31	False	84	b1	18	1	131	Replikationsgabel	s	1	0	0	1	1	expert_reading	Replikationsgabel:	18	17	0	$.	0	0	0	0	0	0	0	1	0	0	0	0	NN	Replikationsgabel	17.0	nn	Replikationsgabel	17.0	re-pli-kat-i-ons-ga-bel	7.0	0.04087539498	0.04087539498	0.0654006319679	2.06829498599	45.3771008313	0.126068429944	0.0620737280705	18147.8088127	68102.0385449	4548562.28687	10938374.9005	250158.373762	777222.407726	59644.4198705	196152.792404	9222.31479046	4688.04810073	201.409421224	4.414e-06	0.0052431014	0.0	0.0	0.0	0.0	0.0	0.0	0.024525236988	0.428085856899	28.12808418273925	28.128108978271484	29.102319717407227	29.102325439453125	15.07997989654541	15.222967147827148	8.710070610046387	8.716768264770508	30.646296139952028	28.05228471493365	198	0	198	933	933	2096	9	1163	933	0	933	1	1	1	0	0	0	6	1	1	0.3333333333333333	0.3333333333333333	0.0	25.0	1
31	biology	2	1	0	0	1	0	0	195	25	18.0	84	2	134	39	32	False	84	b1	18	1	134	Replikationsgabel	b	1	0	0	1	1	expert_reading	Replikationsgabel:	18	17	0	$.	0	0	0	0	0	0	0	1	0	0	0	0	NN	Replikationsgabel	17.0	nn	Replikationsgabel	17.0	re-pli-kat-i-ons-ga-bel	7.0	0.04087539498	0.04087539498	0.0654006319679	2.06829498599	45.3771008313	0.126068429944	0.0620737280705	18147.8088127	68102.0385449	4548562.28687	10938374.9005	250158.373762	777222.407726	59644.4198705	196152.792404	9222.31479046	4688.04810073	201.409421224	4.414e-06	0.0052431014	0.0	0.0	0.0	0.0	0.0	0.0	0.024525236988	0.428085856899	28.12808418273925	28.128108978271484	29.102319717407227	29.102325439453125	15.07997989654541	15.222967147827148	8.710070610046387	8.716768264770508	30.646296139952028	28.05228471493365	198	0	198	933	933	2096	9	1163	933	0	933	1	1	1	0	0	0	6	1	1	0.3333333333333333	0.3333333333333333	0.0	25.0	1
32	biology	2	1	0	0	1	0	0	186	28	25.0	84	2	140	45	33	False	84	b1	19	2	140	Kommt	m	1	0	0	1	1	expert_reading	Kommt	1	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	VVFIN	Kommt	5.0	vvfin	kommen	6.0	kommt	1.0	4.60256947474	11.7557635962	1395.72306191	43.1317167829	12.4144898501	87.491490381	22.2844683773	432.028399701	61.6443633935	621353.165726	1689930.13639	121583.167486	189835.9575	108679.761775	144751.667394	13511.0511576	3068.45867559	737.923505573	0.00153073529346	0.0158856278081	329.545609407	0.428085856899	335.701443891	6.84937371039	345.985693268	0.856171713799	353.702967841	8.98980299489	8.62298583984375	1.7724361419677734	8.671998023986816	1.532863974571228	19.792686462402344	10.49239730834961	21.18414878845215	9.567864418029783	0.5717127866810188	0.4390517702486249	186	186	186	186	186	535	3	349	186	0	186	1	1	1	0	0	0	3	1	2	0.3333333333333333	0.3333333333333333	0.0	25.0	1
33	biology	2	1	0	0	1	0	0	198	20	28.0	84	2	147	52	34	False	84	b1	21	2	147	Replikationskomplex	e	1	0	0	1	1	expert_reading	Replikationskomplex	3	19	0	0	0	0	0	0	0	0	0	1	0	0	0	0	NN	Replikationskomplex	19.0	nn	Replikationskomplex	19.0	re-pli-ka-ti-ons-kom-plex	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.58246612548828	12.283019065856934	23.94942283630371	13.856475830078123	23.93226432800293	8.433194160461426	21.808984756469727	5.031976222991943	8.189109015745998	1.934617280738621	198	0	198	682	682	1572	7	890	682	0	682	1	1	1	0	0	0	2	2	2	0.3333333333333333	0.3333333333333333	0.0	25.0	1
34	biology	2	1	0	0	1	0	0	173	24	20.0	84	2	153	58	35	False	84	b1	21	2	153	Replikationskomplex	t	1	0	0	1	1	expert_reading	Replikationskomplex	3	19	0	0	0	0	0	0	0	0	0	1	0	0	0	0	NN	Replikationskomplex	19.0	nn	Replikationskomplex	19.0	re-pli-ka-ti-ons-kom-plex	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.58246612548828	12.283019065856934	23.94942283630371	13.856475830078123	23.93226432800293	8.433194160461426	21.808984756469727	5.031976222991943	8.189109015745998	1.934617280738621	198	0	198	682	682	1572	7	890	682	0	682	1	1	1	0	0	0	2	2	2	0.3333333333333333	0.3333333333333333	0.0	25.0	1
35	biology	2	1	0	0	1	0	0	311	32	24.0	84	2	159	64	36	False	84	b1	21	2	159	Replikationskomplex	o	1	0	0	1	1	expert_reading	Replikationskomplex	3	19	0	0	0	0	0	0	0	0	0	1	0	0	0	0	NN	Replikationskomplex	19.0	nn	Replikationskomplex	19.0	re-pli-ka-ti-ons-kom-plex	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.58246612548828	12.283019065856934	23.94942283630371	13.856475830078123	23.93226432800293	8.433194160461426	21.808984756469727	5.031976222991943	8.189109015745998	1.934617280738621	198	0	198	682	682	1572	7	890	682	0	682	1	1	1	0	0	0	2	2	2	0.3333333333333333	0.3333333333333333	0.0	25.0	1
36	biology	2	1	0	0	1	0	0	229	27	32.0	84	2	167	72	37	False	84	b1	23	2	167	eine	e	1	0	0	1	1	expert_reading	eine	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	eine	4.0	art	eine	4.0	ei-ne	2.0	4544.81254164	4602.28334698	17543.4333976	4654.20327368	7.70554542419	6231.56249212	7847.29862895	30417.7276523	27062.3036156	2386639.00405	4952915.26469	382524.871022	493577.855975	268757.733063	229873.543438	45007.5949345	21503.4825387	20569.6023896	0.0243873860821	0.18682983564	0.0	0.0	517.016520944	29.1098382692	4999.44503476	0.428085856899	15385.972825	53.5107321124	5.07103443145752	0.0299947764724493	2.605189323425293	0.0456606931984424	11.47818374633789	0.0055435737594962	11.205404281616213	0.002727837767452	0.0009651293512433	0.0977121964097023	229	229	229	229	229	453	2	224	229	0	229	1	1	1	0	0	0	1	2	1	0.3333333333333333	0.3333333333333333	0.0	25.0	1
37	biology	2	1	0	0	1	0	0	299	25	27.0	84	2	174	79	38	False	84	b1	24	2	174	schadhafte	a	1	0	0	1	1	expert_reading	schadhafte	6	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ADJA	schadhafte	10.0	adja	schadhaft	9.0	schad-haf-te	3.0	0.694881714659	0.694881714659	2.06829498599	322.752118762	451.202493172	6.42948992713	1.3190667215	25784.5098064	47914.3657052	2656617.24371	6142284.18052	483324.764079	946359.129787	260519.444356	394810.315157	48925.779496	5804.84564237	5790.87443236	0.0024263382	0.126227161835	0.0	0.0	0.261602527872	0.856171713799	0.0	0.0	1.52056469325	2.9966009983	10.353675842285156	10.27443504333496	11.567108154296877	9.179463386535645	11.94692039489746	7.549281597137451	12.662664413452148	6.477336406707764	0.2327782213687896	0.2747366689145565	299	299	299	299	299	1362	5	1063	299	0	299	1	1	1	0	0	2	4	1	1	0.3333333333333333	0.3333333333333333	0.0	25.0	1
38	biology	2	1	0	0	1	0	0	275	25	25.0	84	2	182	87	39	False	84	b1	25	2	182	DNA-Stelle	N	1	0	0	1	1	expert_reading	DNA-Stelle,	7	10	0	$,	0	0	0	0	1	0	0	0	1	0	1	1	NN	DNA-Stelle	10.0	nn	DNA-Stelle	10.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.40601921081543	13.140594482421877	14.794934272766112	10.517030715942385	2.6406641006469727	3.22219467163086	4.122305393218994	3.0860166549682617	60.39765357971192	52.48195700533688	275	275	275	275	275	1056	5	781	1152	509	643	1	1	1	1	2	0	2	1	-1	0.3333333333333333	0.3333333333333333	0.0	25.0	1
39	biology	2	1	0	0	1	0	0	277	8	25.0	84	2	174	79	40	False	84	b1	24	2	174	schadhafte	a	1	0	0	1	1	expert_reading	schadhafte	6	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ADJA	schadhafte	10.0	adja	schadhaft	9.0	schad-haf-te	3.0	0.694881714659	0.694881714659	2.06829498599	322.752118762	451.202493172	6.42948992713	1.3190667215	25784.5098064	47914.3657052	2656617.24371	6142284.18052	483324.764079	946359.129787	260519.444356	394810.315157	48925.779496	5804.84564237	5790.87443236	0.0024263382	0.126227161835	0.0	0.0	0.261602527872	0.856171713799	0.0	0.0	1.52056469325	2.9966009983	10.353675842285156	10.27443504333496	11.567108154296877	9.179463386535645	11.94692039489746	7.549281597137451	12.662664413452148	6.477336406707764	0.2327782213687896	0.2747366689145565	299	299	299	299	299	1362	5	1063	299	0	299	1	1	1	0	0	2	4	1	1	0.3333333333333333	0.3333333333333333	0.0	25.0	1
40	biology	2	1	0	0	1	0	0	232	32	8.0	84	2	173	78	41	False	84	b1	24	2	173	schadhafte	h	1	0	0	1	1	expert_reading	schadhafte	6	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ADJA	schadhafte	10.0	adja	schadhaft	9.0	schad-haf-te	3.0	0.694881714659	0.694881714659	2.06829498599	322.752118762	451.202493172	6.42948992713	1.3190667215	25784.5098064	47914.3657052	2656617.24371	6142284.18052	483324.764079	946359.129787	260519.444356	394810.315157	48925.779496	5804.84564237	5790.87443236	0.0024263382	0.126227161835	0.0	0.0	0.261602527872	0.856171713799	0.0	0.0	1.52056469325	2.9966009983	10.353675842285156	10.27443504333496	11.567108154296877	9.179463386535645	11.94692039489746	7.549281597137451	12.662664413452148	6.477336406707764	0.2327782213687896	0.2747366689145565	299	299	299	299	299	1362	5	1063	299	0	299	1	1	1	0	0	2	4	1	1	0.3333333333333333	0.3333333333333333	0.0	25.0	1
41	biology	2	1	0	0	1	0	0	263	22	32.0	84	2	184	89	42	False	84	b1	25	2	184	DNA-Stelle	-	1	0	0	1	1	expert_reading	DNA-Stelle,	7	10	0	$,	0	0	0	0	1	0	0	0	1	0	1	1	NN	DNA-Stelle	10.0	nn	DNA-Stelle	10.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.40601921081543	13.140594482421877	14.794934272766112	10.517030715942385	2.6406641006469727	3.22219467163086	4.122305393218994	3.0860166549682617	60.39765357971192	52.48195700533688	275	275	275	275	275	1056	5	781	1152	509	643	1	1	1	1	2	0	2	1	-1	0.3333333333333333	0.3333333333333333	0.0	25.0	1
42	biology	2	1	0	0	1	0	0	105	24	22.0	84	2	189	94	43	False	84	b1	25	2	189	DNA-Stelle	l	1	0	0	1	1	expert_reading	DNA-Stelle,	7	10	0	$,	0	0	0	0	1	0	0	0	1	0	1	1	NN	DNA-Stelle	10.0	nn	DNA-Stelle	10.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.40601921081543	13.140594482421877	14.794934272766112	10.517030715942385	2.6406641006469727	3.22219467163086	4.122305393218994	3.0860166549682617	60.39765357971192	52.48195700533688	275	275	275	275	275	1056	5	781	1152	509	643	1	1	1	1	2	0	2	1	-1	0.3333333333333333	0.3333333333333333	0.0	25.0	1
43	biology	2	1	0	0	1	0	0	136	99	24.0	84	2	192	97	44	False	84	b1	26	2	192	löst	l	1	0	0	1	1	expert_reading	löst	8	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	VVFIN	löst	4.0	vvfin	lösen	5.0	löst	1.0	15.9250538842	15.9250538842	106.897332952	16.7670870208	0.856171713799	107.410302312	30.1057581142	102.654466953	37.2434695503	728612.360374	2041018.33064	140416.579299	222924.425723	106551.894989	93533.3350457	7813.184599	99.5806372502	94.2341355868	0.0356599441042	0.221704556662	0.0	0.0	3.40900794133	8.98980299489	0.0	0.0	19.0070586657	12.4144898501	4.020700454711914	7.4548258781433105	3.5324292182922363	5.94798469543457	4.70703649520874	3.49332857131958	3.5301663875579834	3.0112228393554688	6.599061012268066	10.415233612060549	136	136	136	136	136	613	2	477	136	0	136	1	1	1	0	0	0	1	1	2	0.3333333333333333	0.3333333333333333	0.0	25.0	1
44	biology	2	1	0	0	1	0	0	118	19	99.0	84	3	200	5	45	False	84	b1	28	2	200	sich	c	1	0	0	1	1	expert_reading	sich	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PRF	sich	4.0	prf	sich	4.0	sich	1.0	6557.46793998	6557.46793998	6566.55045274	6557.81946837	0.856171713799	6282.99841154	11211.8033194	6926.29480396	1064.22144025	990057.517976	2298056.06212	287477.77288	411907.636196	194753.386357	108862.23341	48925.779496	15113.3748159	6879.41072592	0.109257424523	0.373105981887	0.0	0.0	1254.85010065	21.404292845	0.0	0.0	4636.93750684	29.5379241261	0.0475829914212226	5.820279598236084	0.1211068853735923	6.173893928527832	2.2650654315948486	0.0009458358981646	3.3158864974975586	0.0003233625029679	0.4081358909606933	0.0017946342704817	118	118	118	118	118	206	2	88	289	171	118	1	1	1	1	2	1	3	2	-1	0.3333333333333333	0.3333333333333333	0.0	25.0	1
45	biology	2	1	0	0	1	0	0	171	29	19.0	84	3	197	2	46	False	84	b1	27	2	197	er	r	1	0	0	1	1	expert_reading	er	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PPER	er	2.0	pper	er	2.0	er	1.0	4943.65829569	4943.65829569	7439.12568446	0.0	0.0	3590.05067951	7523.18065783	18274.9803416	21948.3899691	1112509.13228	2461591.70883	322652.897828	436713.499259	249087.61009	154395.157493	45007.5949345	12349.7403108	-0.00817507899599	0.058770261318	0.231307973502	0.0	0.0	6046.00229767	34.6749544089	26530.3631386	0.428085856899	35370.5420364	65.4971361056	10.306093215942385	6.389355182647705	11.446001052856444	11.00762176513672	0.8085998296737671	1.2355399131774902	0.8255978226661682	2.8559658527374268	0.0489314571022987	0.0038411659188568	0	0	171	0	171	381	2	381	0	0	0	1	0	1	0	0	2	2	-1	2	0.3333333333333333	0.3333333333333333	0.0	25.0	1
46	biology	2	1	0	0	1	0	0	187	24	29.0	84	3	203	8	47	False	84	b1	29	2	203	und	n	1	0	0	1	1	expert_reading	und	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	KON	und	3.0	kon	und	3.0	und	1.0	22313.7473183	22313.7473183	23398.5884761	22313.7473183	0.428085856899	9064.0679761	29467.6401896	23513.5137367	723.037012303	869972.90787	1656300.13956	195202.966651	251153.263298	160187.509171	58920.0250002	32509.3788389	28906.6542257	22352.5789435	0.120238001286	0.419307858966	0.0	0.0	2201.34439665	22.6885504157	0.0	0.0	2454.42031712	42.8085856899	7.5842366218566895	8.250081062316895	7.564648628234863	8.817100524902344	2.727830410003662	0.6651439070701599	2.8545074462890625	0.6284871697425842	0.0146360546350479	1.0490362910786644e-05	187	187	187	187	187	464	3	277	187	0	187	1	1	1	0	1	0	2	2	1	0.3333333333333333	0.3333333333333333	0.0	25.0	1
47	biology	2	1	0	0	1	0	0	219	31	24.0	84	3	209	14	48	False	84	b1	30	2	209	überspringt	s	1	0	0	1	1	expert_reading	überspringt	12	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VVFIN	überspringt	11.0	vvfin	überspringen	12.0	ü-ber-springt	3.0	0.604955845703	0.604955845703	3.89133760209	213.353211637	297.091584688	8.44658480623	1.1483639693	16777.6083474	24867.9355131	3113416.47612	7341498.64297	474441.821343	943000.368154	139395.364781	187779.004957	4201.6554257	4185.99197435	3864.02466317	0.0275535357297	0.280428005284	0.0	0.0	0.335178238836	0.856171713799	0.0	0.0	0.351528396828	1.2842575707	10.407158851623535	9.989681243896484	9.263948440551758	8.501443862915039	8.66611385345459	8.524032592773438	11.878091812133787	8.231123924255371	0.0106288344541098	0.0173551547341048	219	219	219	219	219	441	2	222	219	0	219	1	1	1	0	0	0	5	1	1	0.3333333333333333	0.3333333333333333	0.0	25.0	1
48	biology	2	1	0	0	1	0	0	257	24	31.0	84	3	218	23	49	False	84	b1	31	2	218	den	n	1	0	0	1	1	expert_reading	den	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	den	3.0	art	d	1.0	den	1.0	9532.82881596	9841.63424996	80100.3069113	9841.63424996	0.428085856899	7940.04185472	15266.5057923	23354.2468477	22159.4362965	1464587.59747	2838670.7078	583323.017065	738089.367203	513926.807063	462012.089145	110461.430317	53801.2331077	11287.0372669	0.0645632931127	0.22424070987	26530.3631386	0.428085856899	39507.1238333	37.6715554072	26530.3631386	0.428085856899	40560.2456847	58.6477623952	5.316408157348633	3.3464534282684326	5.562013626098633	4.581474781036377	4.716501712799072	1.1200381517410278	4.188145160675049	1.119028091430664	0.1682031899690628	0.0003469580551609	257	257	257	257	257	648	2	391	257	0	257	1	1	1	0	0	0	3	1	1	0.3333333333333333	0.3333333333333333	0.0	25.0	1
49	biology	2	1	0	0	1	0	0	186	25	24.0	84	3	223	28	50	False	84	b1	32	2	223	Schaden	d	1	0	0	1	1	expert_reading	Schaden,	14	7	0	$,	0	0	0	0	1	0	0	0	0	0	0	0	NN	Schaden	7.0	nn	Schaden	7.0	scha-den	2.0	35.4144422106	35.4798428426	50.930742145	956.974747271	533.394977697	281.006530345	65.9222992109	23582.0290737	23475.8003065	2088559.70698	4408496.22	657980.233754	1168438.51403	395073.911584	599238.863346	26995.0755041	5794.60226839	5748.46212253	0.0210617089396	0.265252012482	0.0	0.0	40.785469111	8.98980299489	0.0	0.0	52.7864850771	13.2706615639	8.212018013000488	8.428587913513184	7.749386310577393	8.008626937866211	3.6908481121063232	2.6078202724456787	2.894362449645996	2.762174606323242	29.83852195739746	27.786747455596924	186	186	186	186	186	186	1	0	186	0	186	1	1	0	0	0	0	5	1	2	0.3333333333333333	0.3333333333333333	0.0	25.0	1
50	biology	2	1	0	0	1	0	0	226	21	25.0	84	3	229	34	51	False	84	b1	34	2	229	an	a	1	0	0	1	1	expert_reading	an	16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	APPR	an	2.0	appr	an	2.0	an	1.0	3187.89657972	3884.37243479	4068.76951662	0.0	0.0	5613.44898011	6653.07769303	12719.6789856	19259.154616	717398.252987	1649175.07855	279301.541198	364343.444721	252342.313415	264619.560099	41334.1231877	8435.34898599	-0.00817507899599	0.0614799109559	0.290369413682	13165.4578681	0.428085856899	16682.1888254	42.380499833	13165.4578681	0.428085856899	19757.6290185	75.7711966712	1.4045361280441284	3.3405532836914062	0.7071495056152344	3.3207497596740723	0.0020675726700574	0.0003297977091278	0.0001252811198355	0.001417109160684	2.764619827270508	23.99172782897949	226	226	226	226	226	424	2	198	226	0	226	1	1	1	0	0	0	1	2	1	0.3333333333333333	0.3333333333333333	0.0	25.0	1
51	biology	2	1	0	0	1	0	0	209	27	21.0	84	3	234	39	52	False	84	b1	35	2	234	anderer	e	1	0	0	1	1	expert_reading	anderer	17	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ADJA	anderer	7.0	adja	ander	5.0	an-de-rer	3.0	120.59059027	131.01381599	1102.139625	911.341456315	20.1200352743	705.731070825	245.548149815	30535.988345	58282.1770734	3162059.35701	6821766.45348	731329.47868	1215888.40658	327764.872825	296810.33228	41334.1231877	8435.34898599	1916.32026745	0.0149401089776	0.154912627155	619.581062027	0.428085856899	780.728219196	2.9966009983	1067.70619227	0.856171713799	1237.95221236	8.13363128109	1.9847607612609863	3.885622024536133	4.24574613571167	3.0974106788635254	1.2713385820388794	2.1111884117126465	2.1891956329345703	2.305614471435547	26.99637985229492	0.4389344751834869	209	209	209	209	209	411	2	202	209	0	209	1	1	1	0	0	0	4	1	1	0.3333333333333333	0.3333333333333333	0.0	25.0	1
52	biology	2	1	0	0	1	0	0	237	26	27.0	84	3	240	45	53	False	84	b1	36	2	240	Stelle	e	1	0	0	1	1	expert_reading	Stelle	18	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NN	Stelle	6.0	nn	Stelle	6.0	stel-le	2.0	169.0361084	169.248660454	237.526920229	254.334882644	69.3499088177	714.177655631	314.124100901	11513.0046255	33045.2315516	2186556.8723	5098430.20916	323889.337651	712099.846745	192061.668022	333323.915444	26995.0755041	6635.67892073	1052.68857216	0.0250082013517	0.29967691866	0.0	0.0	55.4270355928	9.84597470869	0.0	0.0	128.119838025	14.5549191346	4.993561744689941	2.751814842224121	4.061697959899902	1.919891357421875	0.012469595298171	0.0206149369478225	0.0070087118074297	0.0040098861791193	1.5295478105545044	0.000117295065138	237	237	237	237	237	428	2	191	237	0	237	1	1	1	0	0	0	3	1	1	0.3333333333333333	0.3333333333333333	0.0	25.0	1
